name,entry,size,thunk,calling_convention
FUN_10038bb0,10038bb0,222,0,__cdecl
FUN_10038c90,10038c90,221,0,__cdecl
FUN_10039978,10039978,220,0,__cdecl
FUN_1003e3a5,1003e3a5,220,0,__cdecl
FUN_10024f10,10024f10,218,0,__cdecl
FUN_1002b440,1002b440,218,0,__cdecl
FUN_10011160,10011160,217,0,__cdecl
FUN_1003a1e0,1003a1e0,217,0,__stdcall
FUN_1000aa60,1000aa60,216,0,__cdecl
FUN_1001aca0,1001aca0,216,0,__cdecl
FUN_1001f380,1001f380,215,0,__cdecl
FUN_1002a920,1002a920,214,0,__cdecl
FUN_10030780,10030780,212,0,__stdcall
FUN_10029720,10029720,211,0,__cdecl
FUN_100175d0,100175d0,210,0,__stdcall
FUN_100376b0,100376b0,209,0,__cdecl
FUN_100116e0,100116e0,208,0,__cdecl
FUN_1003a110,1003a110,208,0,__thiscall
FUN_100418f6,100418f6,208,0,__cdecl
FUN_1003900b,1003900b,207,0,__cdecl
FUN_10039593,10039593,207,0,__cdecl
FUN_10003ba0,10003ba0,206,0,__cdecl
FUN_1001e820,1001e820,205,0,__cdecl
FUN_100189e0,100189e0,204,0,__cdecl
FUN_10009430,10009430,203,0,__cdecl
FUN_10010100,10010100,203,0,__cdecl
FUN_1003ef62,1003ef62,203,0,__thiscall
FUN_1000d870,1000d870,202,0,__stdcall
FUN_10011570,10011570,202,0,__cdecl
FUN_1001f930,1001f930,202,0,__cdecl
FUN_10040a42,10040a42,201,0,__cdecl
FUN_100306b0,100306b0,200,0,__cdecl
FUN_1003e93a,1003e93a,200,0,__stdcall
FUN_100183a0,100183a0,199,0,__cdecl
FUN_100246a0,100246a0,199,0,__cdecl
FUN_100421c5,100421c5,199,0,__cdecl
FUN_1002a850,1002a850,198,0,__cdecl
GetGameAPI,1000d490,196,0,__cdecl
FUN_10014320,10014320,195,0,__cdecl
FUN_10006790,10006790,194,0,__cdecl
FUN_10032b50,10032b50,194,0,__cdecl
FUN_1003a561,1003a561,194,0,__cdecl
FUN_1003db22,1003db22,194,0,__cdecl
FUN_1000c010,1000c010,193,0,__cdecl
FUN_10027c40,10027c40,193,0,__cdecl
FUN_10033170,10033170,193,0,__cdecl
_strchr,100390f0,193,0,__cdecl
FUN_1003b101,1003b101,193,0,__cdecl
FUN_100195e0,100195e0,191,0,__cdecl
FUN_1000a560,1000a560,190,0,__cdecl
FUN_1001db40,1001db40,190,0,__cdecl
FUN_100035f0,100035f0,187,0,__cdecl
FUN_100208c0,100208c0,187,0,__cdecl
FUN_10026da0,10026da0,187,0,__cdecl
FUN_10012b50,10012b50,186,0,__cdecl
FUN_10031c30,10031c30,185,0,__cdecl
FUN_1003f35b,1003f35b,185,0,__stdcall
FUN_10006c40,10006c40,184,0,__cdecl
FUN_10011d90,10011d90,183,0,__cdecl
FUN_1000a8b0,1000a8b0,182,0,__cdecl
FUN_1003ff4a,1003ff4a,182,0,__cdecl
FUN_1000db40,1000db40,181,0,__cdecl
FUN_10012170,10012170,179,0,__cdecl
FUN_100254e0,100254e0,178,0,__cdecl
FUN_100010b0,100010b0,177,0,__cdecl
FUN_1003cfb4,1003cfb4,177,0,__stdcall
FUN_100305a0,100305a0,176,0,__stdcall
FUN_10001170,10001170,175,0,__cdecl
FUN_10025be0,10025be0,175,0,__cdecl
FUN_100173e0,100173e0,174,0,__cdecl
FUN_1001b350,1001b350,174,0,__stdcall
FUN_1002bbc0,1002bbc0,173,0,__cdecl
FUN_10003880,10003880,172,0,__cdecl
FUN_10021300,10021300,172,0,__cdecl
FUN_10038a70,10038a70,172,0,__cdecl
FUN_1000c4b0,1000c4b0,171,0,__cdecl
FUN_10007050,10007050,170,0,__cdecl
FUN_1000da90,1000da90,170,0,__cdecl
FUN_10006e60,10006e60,169,0,__cdecl
FUN_10012a80,10012a80,169,0,__cdecl
FUN_1003a678,1003a678,167,0,__cdecl
FUN_10006a70,10006a70,165,0,__cdecl
FUN_10020380,10020380,164,0,__cdecl
FUN_1003972f,1003972f,164,0,__cdecl
FUN_1003dfc7,1003dfc7,164,0,__cdecl
FUN_10017520,10017520,163,0,__cdecl
FUN_10019e90,10019e90,163,0,__cdecl
FUN_1003f07a,1003f07a,163,0,__cdecl
FUN_100049b0,100049b0,162,0,__cdecl
FUN_10012e50,10012e50,162,0,__cdecl
FUN_100036b0,100036b0,161,0,__cdecl
FUN_10008170,10008170,161,0,__cdecl
FUN_10015090,10015090,161,0,__cdecl
FUN_100294e0,100294e0,161,0,__cdecl
FUN_10007280,10007280,160,0,__cdecl
FUN_1003a914,1003a914,160,0,__cdecl
FUN_1003a07d,1003a07d,158,0,__cdecl
FUN_10002d40,10002d40,157,0,__cdecl
FUN_1000ad70,1000ad70,157,0,__cdecl
FUN_10031570,10031570,157,0,__cdecl
entry,1003a2b9,157,0,__stdcall
FUN_10002ca0,10002ca0,156,0,__cdecl
FUN_10001690,10001690,155,0,__cdecl
FUN_1000a4c0,1000a4c0,154,0,__cdecl
FUN_100031e0,100031e0,153,0,__cdecl
FUN_1003f414,1003f414,153,0,__stdcall
FUN_1003aa08,1003aa08,152,0,__cdecl
FUN_10001560,10001560,151,0,__cdecl
FUN_10018ea0,10018ea0,151,0,__cdecl
FUN_1001dc60,1001dc60,151,0,__cdecl
FUN_10043308,10043308,151,0,__cdecl
FUN_10011640,10011640,150,0,__cdecl
FUN_1001ac00,1001ac00,150,0,__cdecl
FUN_1000e460,1000e460,147,0,__cdecl
FUN_1003a71f,1003a71f,147,0,__cdecl
FUN_100410c3,100410c3,147,0,__cdecl
FUN_10004bc0,10004bc0,146,0,__cdecl
FUN_1003f970,1003f970,146,0,__cdecl
FUN_10010710,10010710,145,0,__cdecl
FUN_100154c0,100154c0,145,0,__cdecl
FUN_10017d40,10017d40,145,0,__cdecl
FUN_1001b0c0,1001b0c0,145,0,__cdecl
FUN_10029030,10029030,145,0,__cdecl
FUN_1000c560,1000c560,144,0,__cdecl
FUN_1001a4b0,1001a4b0,144,0,__cdecl
FUN_10017490,10017490,143,0,__stdcall
FUN_10030cd0,10030cd0,143,0,__cdecl
FUN_10004b30,10004b30,142,0,__cdecl
FUN_10012460,10012460,142,0,__cdecl
FUN_10015f40,10015f40,141,0,__cdecl
FUN_10016240,10016240,141,0,__cdecl
FUN_1003ea81,1003ea81,141,0,__cdecl
FUN_1003fbf8,1003fbf8,141,0,__cdecl
FUN_1004048e,1004048e,141,0,__cdecl
FUN_1000fd60,1000fd60,140,0,__cdecl
FUN_10022a50,10022a50,140,0,__cdecl
FUN_1003fb2a,1003fb2a,140,0,__cdecl
FUN_100162d0,100162d0,139,0,__cdecl
FUN_100391ac,100391ac,139,0,__thiscall
FUN_10003c70,10003c70,138,0,__cdecl
FUN_1001b510,1001b510,138,0,__cdecl
FUN_10033240,10033240,138,0,__cdecl
FUN_10035830,10035830,138,0,__cdecl
FUN_10001880,10001880,137,0,__cdecl
FUN_1001b480,1001b480,137,0,__stdcall
FUN_1003fa02,1003fa02,137,0,__cdecl
FUN_10042062,10042062,137,0,__cdecl
FUN_10004450,10004450,136,0,__cdecl
FUN_1000fe20,1000fe20,136,0,__cdecl
FUN_10014940,10014940,136,0,__cdecl
FUN_1003af6a,1003af6a,136,0,__cdecl
FUN_10002e20,10002e20,134,0,__cdecl
FUN_10014530,10014530,134,0,__cdecl
FUN_10001000,10001000,133,0,__stdcall
FUN_10001600,10001600,132,0,__cdecl
FUN_1003e71c,1003e71c,131,0,__cdecl
FUN_10002210,10002210,130,0,__cdecl
FUN_1000fee0,1000fee0,130,0,__cdecl
FUN_1000ffa0,1000ffa0,130,0,__cdecl
FUN_10012230,10012230,129,0,__cdecl
FUN_10018fb0,10018fb0,129,0,__cdecl
_strcmp,10040c60,129,0,__cdecl
FUN_10032c20,10032c20,128,0,__cdecl
_strstr,10039f00,128,0,__cdecl
FUN_10009010,10009010,127,0,__cdecl
FUN_10009340,10009340,127,0,__cdecl
FUN_10033340,10033340,127,0,__cdecl
FUN_1003ea02,1003ea02,127,0,__thiscall
FUN_10040f81,10040f81,127,0,__cdecl
FUN_100014e0,100014e0,126,0,__cdecl
FUN_10017f80,10017f80,125,0,__cdecl
FUN_10040ce4,10040ce4,125,0,__cdecl
FUN_10010d60,10010d60,124,0,__cdecl
FUN_10040f05,10040f05,124,0,__cdecl
FUN_10042afe,10042afe,124,0,__cdecl
FUN_10030860,10030860,123,0,__stdcall
_strlen,1003c6e0,123,0,__cdecl
FUN_10028940,10028940,122,0,__cdecl
FUN_10003e70,10003e70,121,0,__cdecl
FUN_100176b0,100176b0,121,0,__stdcall
FUN_1001b160,1001b160,121,0,__cdecl
FUN_100044e0,100044e0,120,0,__cdecl
FUN_1001ad80,1001ad80,120,0,__cdecl
FUN_100289c0,100289c0,120,0,__cdecl
